         TOF        Yobs       sYobs       Ycalc
     4244.22    39452.00      438.00    38435.00
     4246.35    38708.00      437.00    37812.00
     4248.46    38089.00      434.00    37217.00
     4250.59    37256.00      426.00    36828.00
     4252.72    36824.00      427.00    36779.00
     4254.84    37082.00      429.00    37120.00
     4256.96    37872.00      430.00    37813.00
     4259.09    39215.00      441.00    38710.00
     4261.22    39931.00      443.00    39599.00
     4263.37    40052.00      444.00    40267.00
     4265.49    40815.00      451.00    40563.00
     4267.62    40236.00      445.00    40457.00
     4269.77    39906.00      443.00    40000.00
     4271.90    39023.00      442.00    39299.00
     4274.02    38639.00      437.00    38448.00
     4276.17    37192.00      428.00    37517.00
     4278.31    36475.00      424.00    36539.00
     4280.46    36108.00      422.00    35592.00
     4282.58    34341.00      415.00    34649.00
     4284.71    33498.00      407.00    33802.00
     4286.86    32930.00      404.00    33007.00
     4289.00    32153.00      399.00    32284.00
     4291.14    31404.00      394.00    31638.00
     4293.29    30423.00      388.00    31073.00
     4295.45    29989.00      383.00    30574.00
     4297.60    30337.00      388.00    30187.00
     4299.75    29530.00      383.00    29898.00
     4301.89    29692.00      384.00    29703.00
     4304.04    29820.00      385.00    29591.00
     4306.20    29374.00      380.00    29527.00
     4308.36    29107.00      381.00    29481.00
     4310.50    28803.00      379.00    29417.00
     4312.66    29456.00      381.00    29310.00
     4314.82    29006.00      381.00    29153.00
     4316.98    28801.00      377.00    28959.00
     4319.14    28671.00      379.00    28748.00
     4321.29    28503.00      375.00    28537.00
     4323.46    27943.00      374.00    28367.00
     4325.61    28194.00      374.00    28284.00
     4327.77    28116.00      376.00    28352.00
     4329.93    28249.00      374.00    28653.00
     4332.11    29229.00      381.00    29281.00
     4334.27    29714.00      387.00    30328.00
     4336.42    31523.00      396.00    31818.00
     4338.60    33518.00      409.00    33712.00
     4340.77    35620.00      422.00    35846.00
     4342.95    38212.00      438.00    38010.00
     4345.12    40256.00      450.00    40002.00
     4347.30    41589.00      458.00    41694.00
     4349.47    43162.00      467.00    43057.00
     4351.65    44654.00      475.00    44125.00
     4353.82    45079.00      478.00    44960.00
     4356.00    45868.00      482.00    45614.00
     4358.17    46319.00      485.00    46146.00
     4360.35    46648.00      487.00    46634.00
     4362.52    46408.00      486.00    47198.00
     4364.71    46883.00      485.00    47992.00
     4366.90    47890.00      494.00    49151.00
     4369.07    49476.00      503.00    50701.00
     4371.26    51686.00      511.00    52610.00
     4373.45    53832.00      526.00    54578.00
     4375.63    54892.00      531.00    56218.00
     4377.82    56291.00      535.00    57189.00
     4380.01    56259.00      539.00    57253.00
     4382.20    54832.00      528.00    56393.00
     4384.39    53674.00      526.00    54774.00
     4386.58    52417.00      517.00    52662.00
     4388.78    50177.00      505.00    50308.00
     4390.97    47477.00      495.00    47955.00
     4393.16    45494.00      481.00    45720.00
     4395.37    43754.00      472.00    43641.00
     4397.56    41651.00      463.00    41818.00
     4399.75    39419.00      448.00    40231.00
     4401.95    37849.00      439.00    38894.00
     4404.16    37218.00      435.00    37805.00
     4406.36    36722.00      432.00    36964.00
     4408.57    36623.00      432.00    36346.00
     4410.77    35939.00      428.00    35884.00
     4412.98    35841.00      428.00    35494.00
     4415.18    34434.00      419.00    35091.00
     4417.39    34590.00      421.00    34614.00
     4419.59    34602.00      421.00    34043.00
     4421.80    33664.00      415.00    33393.00
     4424.02    32621.00      406.00    32697.00
     4426.24    32789.00      410.00    32000.00
     4428.44    31457.00      402.00    31338.00
     4430.65    30584.00      396.00    30724.00
     4432.87    30140.00      391.00    30162.00
     4435.09    29564.00      390.00    29661.00
     4437.31    29496.00      387.00    29220.00
     4439.53    28799.00      385.00    28848.00
     4441.73    28129.00      381.00    28568.00
     4443.96    28082.00      378.00    28412.00
     4446.19    28186.00      379.00    28450.00
     4448.41    28650.00      385.00    28790.00
     4450.63    29449.00      388.00    29559.00
     4452.87    30815.00      397.00    30885.00
     4455.09    32958.00      414.00    32784.00
     4457.31    35756.00      429.00    35166.00
     4459.54    38904.00      448.00    37783.00
     4461.78    40856.00      460.00    40235.00
     4464.00    42619.00      473.00    42125.00
     4466.22    43437.00      475.00    43217.00
     4468.46    44263.00      480.00    43452.00
     4470.69    43037.00      473.00    42941.00
     4472.93    42114.00      468.00    41909.00
     4475.16    41174.00      463.00    40599.00
     4477.40    39808.00      455.00    39178.00
     4479.64    38528.00      448.00    37824.00
     4481.89    37520.00      439.00    36584.00
     4484.14    36234.00      435.00    35534.00
     4486.37    34891.00      426.00    34718.00
     4488.61    34383.00      424.00    34202.00
     4490.86    33977.00      418.00    34108.00
     4493.11    34274.00      423.00    34511.00
     4495.35    35852.00      433.00    35433.00
     4497.60    36640.00      436.00    36799.00
     4499.85    38096.00      447.00    38419.00
     4502.10    40411.00      458.00    39973.00
     4504.35    41378.00      467.00    41148.00
     4506.60    41643.00      466.00    41718.00
     4508.85    41975.00      471.00    41643.00
     4511.10    41397.00      465.00    41006.00
     4513.37    40535.00      460.00    39950.00
     4515.62    39057.00      455.00    38724.00
     4517.87    38438.00      449.00    37454.00
     4520.14    37371.00      442.00    36233.00
     4522.41    35550.00      431.00    35135.00
     4524.66    34231.00      426.00    34214.00
     4526.91    33582.00      420.00    33520.00
     4529.17    32903.00      416.00    33132.00
     4531.44    33252.00      418.00    33158.00
     4533.71    33654.00      421.00    33698.00
     4535.97    35607.00      433.00    34797.00
     4538.24    37094.00      443.00    36388.00
     4540.51    38639.00      452.00    38260.00
     4542.79    40538.00      461.00    40108.00
     4545.07    42090.00      473.00    41578.00
     4547.34    42166.00      474.00    42444.00
     4549.60    42679.00      477.00    42685.00
     4551.88    42480.00      473.00    42495.00
     4554.17    42765.00      478.00    42201.00
     4556.43    43178.00      480.00    42179.00
     4558.71    43449.00      479.00    42785.00
     4561.00    44115.00      486.00    44249.00
     4563.28    47397.00      502.00    46596.00
     4565.56    50120.00      520.00    49603.00
     4567.84    53349.00      534.00    52818.00
     4570.12    56010.00      551.00    55666.00
     4572.40    58430.00      560.00    57618.00
     4574.70    58970.00      563.00    58375.00
     4576.98    57577.00      560.00    57882.00
     4579.26    57797.00      558.00    56384.00
     4581.56    55942.00      549.00    54221.00
     4583.86    52976.00      534.00    51748.00
     4586.14    50285.00      523.00    49263.00
     4588.42    48165.00      509.00    46923.00
     4590.72    45640.00      495.00    44793.00
     4593.02    43677.00      485.00    42913.00
     4595.31    42163.00      476.00    41281.00
     4597.61    40244.00      465.00    39904.00
     4599.91    39109.00      459.00    38746.00
     4602.20    37789.00      451.00    37928.00
     4604.52    38114.00      450.00    37461.00
     4606.83    38026.00      453.00    37383.00
     4609.12    38128.00      454.00    37650.00
     4611.42    38526.00      457.00    38142.00
     4613.73    39664.00      461.00    38683.00
     4616.05    40371.00      468.00    39093.00
     4618.34    39791.00      465.00    39287.00
     4620.66    39760.00      462.00    39332.00
     4622.97    39775.00      466.00    39441.00
     4625.28    40611.00      468.00    39932.00
     4627.59    41344.00      475.00    41136.00
     4629.91    43073.00      483.00    43286.00
     4632.22    45796.00      502.00    46410.00
     4634.53    49032.00      516.00    50279.00
     4636.86    54107.00      543.00    54454.00
     4639.17    56984.00      562.00    58290.00
     4641.48    59775.00      573.00    61269.00
     4643.81    62123.00      585.00    63161.00
     4646.14    62858.00      588.00    63948.00
     4648.46    62701.00      588.00    63947.00
     4650.79    62906.00      589.00    63591.00
     4653.12    63255.00      591.00    63253.00
     4655.43    63300.00      596.00    63072.00
     4657.76    62094.00      583.00    62927.00
     4660.10    63165.00      592.00    62534.00
     4662.43    62087.00      587.00    61619.00
     4664.76    59922.00      577.00    60049.00
     4667.09    57916.00      567.00    57885.00
     4669.41    55805.00      557.00    55320.00
     4671.74    52176.00      538.00    52594.00
     4674.08    49797.00      522.00    49898.00
     4676.43    48489.00      519.00    47382.00
     4678.75    45548.00      503.00    45131.00
     4681.10    43115.00      486.00    43123.00
     4683.44    41794.00      482.00    41321.00
     4685.78    40359.00      471.00    39743.00
     4688.13    38690.00      464.00    38322.00
     4690.47    37434.00      454.00    37035.00
     4692.81    35969.00      448.00    35883.00
     4695.16    35136.00      440.00    34895.00
     4697.51    34665.00      437.00    34124.00
     4699.86    33472.00      432.00    33611.00
     4702.20    33811.00      432.00    33395.00
     4704.56    34066.00      434.00    33466.00
     4706.92    34071.00      434.00    33738.00
     4709.27    34490.00      437.00    34107.00
     4711.63    34097.00      435.00    34389.00
     4713.98    34375.00      440.00    34470.00
     4716.32    34156.00      436.00    34276.00
     4718.68    34264.00      437.00    33819.00
     4721.05    33616.00      430.00    33165.00
     4723.42    32759.00      428.00    32408.00
     4725.78    32112.00      423.00    31633.00
     4728.14    31606.00      420.00    30889.00
     4730.50    30558.00      413.00    30203.00
     4732.86    29792.00      408.00    29597.00
     4735.23    29466.00      404.00    29066.00
     4737.60    29260.00      405.00    28634.00
     4739.96    29189.00      405.00    28344.00
     4742.34    28886.00      401.00    28257.00
     4744.71    28859.00      403.00    28484.00
     4747.08    29743.00      407.00    29165.00
